,rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
351,11,551. 구의삼성쉐르빌 앞,0,0,37.53984070,127.09388733,ST-377
352,9,552. 대림아크로리버 앞,1,11,37.53657913,127.09297180,ST-378
353,19,553. 중곡 성원아파트 앞,15,79,37.57125473,127.07980347,ST-379
354,9,555. 구의3동주민센터,0,0,37.53784943,127.09217072,ST-381
355,7,556. 달맞이공원,2,29,37.54205322,127.02040100,ST-357
356,10,557. 도선동 주민센터 앞,3,30,37.56764221,127.02569580,ST-358
357,20,558. 성동광진 교육지원청 앞,17,85,37.56460571,127.03652191,ST-359
358,13,559. 왕십리역 4번 출구 건너편,6,46,37.56109619,127.03679657,ST-360
359,14,560. 비전교회 앞,0,0,37.55120468,127.06893158,ST-361
360,10,561. 서울숲역 2번출구 앞,13,130,37.54281616,127.04467010,ST-362
361,10,563. 성동세무서 건너편,61,610,37.54791260,127.06275177,ST-364
362,7,564. 금호역 3번출구,0,0,37.54792786,127.01557159,ST-365
363,19,565. 옥수역 3번출구,6,32,37.54136658,127.01776123,ST-366
364,14,568. 청계8가 사거리 B,5,36,37.57110214,127.02355957,ST-369
365,10,569. 응봉현대아파트 정류소,1,10,37.54958344,127.03024292,ST-370
366,20,571. 세종대학교 대양AI센터,1,5,37.55039597,127.07585907,ST-382
367,10,573. 구의문주차장 앞,0,0,37.54523087,127.08473206,ST-384
368,22,574. 아차산역4번출구,2,9,37.55184937,127.08898163,ST-385
369,10,575. 대원중고교 입구(대하빌딩),0,0,37.56429291,127.08693695,ST-386
370,10,576. 광나루역 3번 출구,5,50,37.54483032,127.10426331,ST-387
371,10,577. 광진청소년수련관,12,120,37.54654694,127.10613251,ST-388
372,8,578. 성동세무서 부근,16,200,37.54829025,127.06246185,ST-371
373,8,579. 마장역 4번출구,1,13,37.56520462,127.04184723,ST-372
374,10,582. 경일중학교 앞,12,120,37.54317856,127.04907990,ST-375
375,25,583. 청계천 생태교실 앞,9,36,37.56797028,127.04689026,ST-376
376,20,584. 광진광장 교통섬,7,35,37.54782867,127.07263184,ST-445
377,9,585. 성수2가1동 공영주차장 인근,1,11,37.53680801,127.05548859,ST-446
378,10,586. 마장동 주민센터,16,160,37.56594086,127.04539490,ST-447
379,10,587. 유니베라 앞,80,800,37.54541779,127.05264282,ST-482
380,20,588. 뚝섬 유원지역,3,15,37.53268814,127.06749725,ST-483
381,8,589. 성수역3번출구,18,225,37.54415894,127.05665588,ST-506
382,20,590. 건국대학교 (입학정보관),0,0,37.53989029,127.07336426,ST-972
383,5,591. 건국대학교 (행정관),19,380,37.54277802,127.07537079,ST-973
384,8,593.자양중앙나들목,0,0,37.52845383,127.07803345,ST-980
385,15,594. 중랑물재생센터(서울새활용플라자),107,713,37.55830383,127.05805969,ST-967
386,10,600. 휘경2동 주민센터,2,20,37.58991241,127.06867981,ST-260
387,10,602. 장안동 사거리,51,510,37.57217407,127.07138824,ST-262
388,8,605. 신설동역8번출구,10,125,37.57419968,127.02649689,ST-265
389,15,606. 서울반도체고 앞,23,153,37.58462524,127.07028961,ST-266
390,15,607. 신이문역 2번출구,23,153,37.60271072,127.06786346,ST-267
391,10,608. 전농삼성아파트,14,140,37.58131027,127.05534363,ST-268
392,30,609. 제기2교,1,3,37.58774567,127.03738403,ST-269
393,10,610. 동대문중 교차로,3,30,37.57308578,127.05216217,ST-270
394,20,612. 시립동부병원 앞 사거리,5,25,37.57366562,127.03081512,ST-271
395,8,613. 신설동역 10번출구 앞,1,13,37.57527161,127.02346802,ST-272
396,23,614. 용두동 사거리,10,43,37.57768631,127.03101349,ST-273
397,25,615. 용두동 래미안허브리츠아파트 앞,18,72,37.57638168,127.03511047,ST-274
398,10,616. 서울시립대 정문 앞 A,0,0,37.58256149,127.05436707,ST-275
399,20,617. 청솔우성아파트 앞,3,15,37.57420349,127.05769348,ST-276
400,8,621. 전농초등학교 건너편,0,0,37.57489014,127.05353546,ST-389
401,15,622. 전농사거리 교통섬,13,87,37.57779312,127.05783081,ST-390
402,25,623. 서울시립대 정문 앞 B,0,0,37.58369827,127.05385590,ST-391
403,10,624. 전농동 동아아파트 앞,2,20,37.57418823,127.04589081,ST-392
404,17,626. 군자교 서측 녹지대,19,112,37.56115341,127.07096863,ST-394
405,10,627. 장안동삼거리 교통섬,12,120,37.57863235,127.07190704,ST-395
406,15,628. 휘봉고등학교 앞,39,260,37.58677673,127.06764221,ST-396
407,15,630. 동대문구 보건소,4,27,37.57485199,127.04030609,ST-397
408,15,631. 답십리역 1번출구,43,287,37.56818390,127.05127716,ST-398
409,8,633. 청량리 기업은행 앞,3,38,37.58049774,127.04472351,ST-400
410,24,634. 외국어대 정문 앞,52,217,37.59601974,127.05982971,ST-401
411,12,635. 시조사 앞,2,17,37.58751678,127.05277252,ST-402
412,9,636. 세종대왕기념관 교차로,21,233,37.59073639,127.04258728,ST-403
413,10,637. KAIST 경영대학 앞,3,30,37.59161377,127.04579163,ST-404
414,10,638. 서울시립대 정보기술관,36,360,37.58300781,127.06097412,ST-405
415,7,639. 서울시립대 후문,2,29,37.58504486,127.06027222,ST-406
416,6,640. 동대문경찰서 교차로,8,133,37.58255005,127.04460144,ST-407
417,10,641. 용두역 4번출구,19,190,37.57375336,127.03853607,ST-408
418,9,642. 신답역 사거리,0,0,37.57035446,127.04843140,ST-409
419,10,643. 동대문구민체육센터 (육교아래),2,20,37.56697083,127.07429504,ST-410
420,15,648. 장안동위더스빌옆,1,7,37.56669998,127.06242371,ST-1300
421,20,650. 중랑교사거리,20,100,37.59153366,127.06774139,ST-1302
422,10,652. 답십리 래미안엘파인아파트 입구,0,0,37.57653046,127.06594086,ST-1447
423,10,654. 전농동 텃골공원,0,0,37.57762146,127.05210876,ST-1449
424,10,656. 영휘원 교차로,0,0,37.58723831,127.04313660,ST-1628
425,15,661. 경희대학교 청운관,19,127,37.59460068,127.05197144,ST-1625
426,10,663. 외대앞역 3번출구,36,360,37.59489059,127.06302643,ST-1671
427,10,664. 서울시립대 건설공학관,10,100,37.58412933,127.05793762,ST-1758
428,11,665.이문동 쌍용아파트 정문,7,64,37.59960556,127.06864166,ST-2265
429,20,666.이문대성유니드아파트 앞,33,165,37.60362244,127.07083130,ST-2266
430,7,667.청량차도 육교 밑,3,43,37.58670807,127.04688263,ST-2267
431,10,669.청계한신휴플러스앞 삼거리,3,30,37.57214737,127.04460907,ST-2269
432,9,670.삼육서울병원 버스정류장,27,300,37.58967590,127.06151581,ST-2270
433,10,671.대광빌딩,0,0,37.57734299,127.02337646,ST-2271
434,17,672.대광고등학교,16,94,37.57875061,127.02402496,ST-2272
435,10,673.안암골벽산아파트(후문),1,10,37.58407974,127.03103638,ST-2273
436,15,674.고대앞사거리 교통섬,26,173,37.58655167,127.03314209,ST-2274
437,9,676.FITI시험연구원 앞,4,44,37.58143234,127.03547668,ST-2276
438,21,678.장안힐스테이트(아) 앞,35,167,37.57655716,127.07431030,ST-2278
439,10,679.전농SK아파트 앞,8,80,37.57787704,127.06168365,ST-2279
440,22,680.꿈마루어린이도서관 앞,6,27,37.59238434,127.05741119,ST-2280
441,14,681.서울특별시 동부교육지원청(육교),1,7,37.57983780,127.05637360,ST-2281
442,20,700. KB국민은행 염창역 지점 앞,0,0,37.54684830,126.87277222,ST-308
443,8,701. 목동사거리 부근,3,38,37.53280258,126.86392975,ST-309
444,20,702. 목4동주민센터 옆,4,20,37.53254318,126.86872864,ST-310
445,12,703. 오목교역 7번출구 앞,69,575,37.52362823,126.87524414,ST-311
446,14,704. 남부법원검찰청 교차로,17,121,37.52325439,126.86490631,ST-312
447,15,706. 신정네거리역,0,0,37.52188110,126.85175323,ST-313
448,15,708. 서울출입국관리사무소 앞,54,360,37.51897049,126.86996460,ST-315
449,20,709. 신정3동 현장민원실 앞,7,35,37.51158524,126.84156036,ST-316
450,10,710. 금옥여고보도육교,3,30,37.50971222,126.84416962,ST-317
451,20,711. 신일해피트리아파트 앞,21,105,37.51705933,126.84848785,ST-318
452,14,712. 강월초교입구 사거리,14,100,37.51699829,126.83831787,ST-319
453,20,713. 양서중학교 옆,3,15,37.53304672,126.82995605,ST-320
454,10,714. 한국SGI 양천문화회관 앞,0,0,37.53254700,126.83080292,ST-321
455,22,716.신정6동 주민센터 인근,7,32,37.51731873,126.86431885,ST-428
456,10,719. 홍익병원앞 교차로,1,10,37.53109741,126.86402893,ST-431
457,10,720. 서울강월초등학교 앞,13,130,37.51619720,126.83489990,ST-432
458,10,722. 경서농협 버스정류장(우리은행신정동지점방향),4,40,37.52151108,126.85738373,ST-993
459,15,723. SBS방송국,60,400,37.52916336,126.87274933,ST-994
460,10,724. 계남공원 입구 주출입구 좌측,7,70,37.51059723,126.85732269,ST-995
461,15,725. 양강중학교앞 교차로,0,0,37.52433395,126.85054779,ST-996
462,18,726. 목동3단지 시내버스정류장,0,0,37.53438950,126.86959839,ST-997
463,10,729. 서부식자재마트 건너편,0,0,37.51037979,126.86679840,ST-1000
464,10,731. 서울시 도로환경관리센터,6,60,37.52989960,126.87654114,ST-1002
465,10,733. 신정이펜하우스314동,0,0,37.51409912,126.83100128,ST-1004
466,10,734. 신트리공원 입구,1,10,37.51395035,126.85605621,ST-1005
467,10,735. 영도초등학교,2,20,37.53637695,126.87151337,ST-1006
468,10,736. 오솔길공원,2,20,37.52219009,126.83670044,ST-1007
469,20,737. 장수공원,1,5,37.52231216,126.84904480,ST-1008
470,13,739. 신월사거리,1,8,37.53699493,126.82728577,ST-1010
471,8,740. 으뜸공원,2,25,37.53636932,126.83171082,ST-1011
472,10,741. 화곡로 입구 교차로,1,10,37.53952026,126.82540131,ST-1012
473,10,742. 등촌역 5번 출구 뒤,1,10,37.55073166,126.86457825,ST-1013
474,22,743. 현대6차아파트 101동 옆,11,50,37.50889969,126.84268188,ST-1014
475,40,744. 신목동역 2번 출구,17,43,37.54384232,126.88254547,ST-1015
476,10,745. 강서초등학교,10,100,37.52228165,126.83969879,ST-1016
477,10,746. 목동2단지 상가,5,50,37.53650284,126.87774658,ST-1017
478,10,747. 목동3단지 상가,2,20,37.53458023,126.87564850,ST-1018
479,15,748. 목동운동장,17,113,37.53025055,126.87930298,ST-1019
480,10,749. 이대목동병원보도육교,66,660,37.53722763,126.88661194,ST-1350
481,10,750. 연의근린공원 건너편,3,30,37.51222992,126.83578491,ST-1398
482,10,752. 성원2차 아파트,0,0,37.54218292,126.86330414,ST-1400
483,10,754. 목동1단지아파트 118동 앞,1,10,37.54114151,126.87667847,ST-1495
484,7,755. 목동1단지아파트 상가 앞,11,157,37.53786850,126.88140869,ST-1496
485,15,756. 목동주차장,19,127,37.52667999,126.87616730,ST-1497
486,10,757. 신정이펜하우스 1단지아파트 입구 사거리,0,0,37.51427841,126.82874298,ST-1498
487,13,758. 한사랑교회 앞,1,8,37.51472092,126.85919952,ST-1499
488,10,759. 보아스아파트 앞,5,50,37.52407074,126.83860016,ST-1500
489,10,760. 잣절보도육교 아래,8,80,37.50682068,126.84429932,ST-1501
490,10,762. 오목로 무중력지대 앞,8,80,37.52474213,126.87766266,ST-1503
491,10,763. 목동11단지 아파트,2,20,37.51065826,126.85916138,ST-1504
492,12,765. 오목교역 3번출구,33,275,37.52477646,126.87548065,ST-1731
493,15,766. 신목동역 3번출구,9,60,37.54394913,126.88346100,ST-1736
494,10,767.신정숲속마을아파트,1,10,37.50574493,126.83631134,ST-1993
495,15,768.목동5단지아파트 501동,1,7,37.53566742,126.88158417,ST-1994
496,20,769.CBS방송국 앞,92,460,37.52785492,126.87467194,ST-1995
497,12,770.목동역5번출구,35,292,37.52571487,126.86486816,ST-1996
498,8,771.목동아파트 703동 앞,37,463,37.52820587,126.87016296,ST-1997
499,10,"773.염창역 3, 4번 출구 사이",4,40,37.54670715,126.87457275,ST-1999
500,11,774.등촌역 4번 출구 ,1,9,37.54950714,126.86721802,ST-2000
501,10,775.세종그랑시아 앞(102동),2,20,37.53837585,126.86383057,ST-2001
502,15,776.목마공원,7,47,37.53874207,126.88568115,ST-2002
503,10,777.신월6차보람아파트 앞,2,20,37.52988815,126.83500671,ST-2003
504,20,779. 신정1동 주민센터 앞,20,100,37.51854324,126.85388184,ST-2005
505,15,780.신정교 하부,23,153,37.51733780,126.87764740,ST-2006
506,29,781.신정보도육교 아래,1,3,37.51759338,126.87655640,ST-2007
507,20,782.서남병원 후문,3,15,37.51167297,126.83274078,ST-2008
508,24,"785.양천구청, 보건소 사잇길",64,267,37.51747513,126.86632538,ST-2011
509,9,786.목동아파트 8단지 상가동 앞,7,78,37.52006912,126.86831665,ST-2012
510,28,787.양천아파트 입구,0,0,37.50790405,126.86264801,ST-2013
511,15,788.양천구청역 2번출구 옆,56,373,37.51228714,126.86528015,ST-2014
512,15,791.현대하이페리온,38,253,37.52490234,126.86980438,ST-2016
513,20,792.목동트라팰리스 웨스턴에비뉴,60,300,37.52537155,126.87092590,ST-2017
514,15,793.목동5단지아파트 534동,5,33,37.53302002,126.87789917,ST-2039
515,10,794.양천문화회관,3,30,37.51686478,126.86296082,ST-2395
516,22,795.양천 해누리타운,4,18,37.51584244,126.86411285,ST-2396
517,10,796.목동아파트 14단지 B상가 앞,2,20,37.51466370,126.87194061,ST-2397
518,10,797.목동아파트 1422동 1434동 사잇길,6,60,37.51515579,126.87248993,ST-2398
519,15,800. 목월공원 앞,9,60,37.53243256,126.95474243,ST-322
520,9,802. 한강진역 2번 출구 앞,0,0,37.54115295,127.00221252,ST-324
521,9,805. 문배어린이공원 앞,6,67,37.53675842,126.97000122,ST-326
522,20,806. 전자랜드 본관 앞,9,45,37.53306580,126.96073151,ST-327
523,10,807. 서울역 12번 출구 앞,7,70,37.55227661,126.97268677,ST-328
524,10,808. 서빙고동 금호맨션 앞,6,60,37.52050400,126.98973846,ST-329
525,10,809. 한남 유수지 복개주차장,6,60,37.53016663,127.00743866,ST-330
526,10,810. 이태원지하보도,1,10,37.53841019,126.98664856,ST-331
527,20,811. 녹사평역1번출구,0,0,37.53507996,126.98538208,ST-332
528,15,813. 삼각지역 3번출구,21,140,37.53351212,126.97227478,ST-334
529,30,815. LIG강촌아파트 103동앞,3,10,37.51850891,126.97879791,ST-335
530,25,816. 신용산역 6번출구 앞,15,60,37.53014755,126.96848297,ST-435
531,9,817. 삼각지역 4번출구 앞,0,0,37.53345108,126.97173309,ST-436
532,12,818. 숙명여대 입구 교차로,12,100,37.54489517,126.96938324,ST-437
533,12,819. 선린인터넷 고등학교,6,50,37.54165268,126.97050476,ST-438
534,10,820. 청파동입구 교차로,14,140,37.54902649,126.97194672,ST-439
535,10,823. 효창동주민센터 앞,19,190,37.54232025,126.96195984,ST-441
536,15,825. 서빙고동 주민센터 앞,14,93,37.52033615,126.99426270,ST-442
537,20,826. 서울역 서부교차로2,12,60,37.55536652,126.96864319,ST-946
538,14,827. 국군복지단,10,71,37.54167175,126.98151398,ST-1324
539,7,828. 숙대입구역 8번,3,43,37.54407883,126.97200012,ST-1325
540,20,832. 이촌1동 주민센터 뒤,15,75,37.52128220,126.97346497,ST-1339
541,9,834. 효창공원앞역 3번출구 앞,15,167,37.53900146,126.96181488,ST-1341
542,9,835. 남영역 건너편,4,44,37.54198074,126.97154236,ST-1342
543,10,837. 한남나들목 입구,2,20,37.52898788,127.00662231,ST-1344
544,8,838. 숙대입구역 4번출구,27,338,37.54446030,126.97238922,ST-1376
545,10,839. 보광동 삼성리버빌아파트 앞,0,0,37.52400970,127.00144958,ST-1441
546,10,840. 용산 파크타워 앞,7,70,37.52365112,126.97026825,ST-1442
547,25,841. 신용산역 1번 출구,50,200,37.52960968,126.96887207,ST-1443
548,15,844. 이촌2동 동원베네스트 아파트 앞,3,20,37.52714920,126.95516205,ST-1446
549,16,845. 용산 선인상가,34,213,37.53269958,126.96437836,ST-1615
550,15,846. 용산중학교,0,0,37.54650116,126.98094940,ST-1721
551,8,848. 삼각지12번 출구,9,113,37.53488922,126.97562408,ST-2172
552,20,849. 삼각지 자이아파트,5,25,37.53607941,126.97341919,ST-2173
553,15,850.KCC용산웰츠(WELLTZ)타워,13,87,37.53739929,126.96892548,ST-2174
554,10,851.효창 푸르지오 앞,15,150,37.54047775,126.95811462,ST-2175
555,19,853.용산역 맞은편,19,100,37.52841568,126.96595001,ST-2177
556,10,854.HID 유족동지회 앞,0,0,37.53850937,127.00148010,ST-2178
557,10,855.이촌역5번출구 앞,8,80,37.52272415,126.97277069,ST-2179
558,10,857. 현대 안성타워,0,0,37.53508759,126.99797058,ST-2181
559,10,858.녹사평역3번 출구,0,0,37.53440857,126.98689270,ST-2182
560,10,859.남산공원 야외식물원 앞,0,0,37.54188538,126.99586487,ST-2183
561,22,860.LG한강 자이아파트 앞,2,9,37.52074814,126.97082520,ST-2184
562,10,863.이촌역2번 출구,17,170,37.52177048,126.97700500,ST-2187
563,10,864.순천향대학병원(한남오거리),8,80,37.53514099,127.00600433,ST-2188
564,10,866.브라운스톤 남산아파트,12,120,37.55154800,126.97686005,ST-2190
565,10,867.서빙고역 광장(1번출구),20,200,37.51990891,126.98923492,ST-2191
566,20,900. 은평예술회관,18,90,37.60394287,126.92769623,ST-448
567,10,902. 진관동 은빛초등학교,3,30,37.64310837,126.91822052,ST-450
568,19,903. 은평뉴타운 아이파크,0,0,37.64586639,126.92739105,ST-451
569,16,904. 은평뉴타운 푸르지오,12,75,37.64867401,126.93070221,ST-452
570,10,905. 구파발역 2번출구,59,590,37.63623428,126.91899872,ST-453
571,8,906. 연신내역 5번출구,21,263,37.61721039,126.91957855,ST-454
572,10,907. CJ 드림시티,16,160,37.59949493,126.91698456,ST-455
573,10,908. 구산역 4번출구,7,70,37.61318588,126.91735077,ST-456
574,10,909. 백련산 힐스테이트 3차,8,80,37.58699417,126.92288208,ST-457
575,10,911. 은평평화공원(역촌역4번출구),3,30,37.60558319,126.92293549,ST-459
576,20,912. 응암오거리,7,35,37.58966064,126.91694641,ST-460
577,15,913. 이마트 버스정류장(서부경찰서 방면),11,73,37.60070038,126.92012787,ST-461
578,20,914. 새절역 2번출구,54,270,37.59080887,126.91368866,ST-462
579,10,915. 증산역 4번출구,8,80,37.58438110,126.90989685,ST-463
580,13,916. 평생학습관 앞,21,162,37.60784912,126.92132568,ST-464
581,10,917. 녹번역 3번출구,39,390,37.60074615,126.93501282,ST-465
582,10,919. 서울혁신파크,13,130,37.60702515,126.93331146,ST-467
583,8,921. 신도고등학교,0,0,37.63001633,126.91902924,ST-469
584,10,922. 연신내역 4번출구,13,130,37.61780167,126.92196655,ST-470
585,10,923. 국민은행 연서지점,1,10,37.62094879,126.92563629,ST-471
586,8,925. 불광역 2번출구,9,113,37.60956573,126.93097687,ST-473
587,10,927. 연신내역 3번출구 인근,10,100,37.61785507,126.92252350,ST-475
588,10,928. 은평역사한옥박물관,8,80,37.64131546,126.93804169,ST-476
589,7,930. 구 서부경찰서 건너편,4,57,37.60166168,126.92030334,ST-478
590,19,931. 역촌파출소,6,32,37.60473633,126.91533661,ST-479
591,20,932. 예일여중,17,85,37.61000443,126.91639709,ST-480
592,15,933. 역촌종합시장 버스정류장(예일여고 방면),13,87,37.61248398,126.91487885,ST-481
593,10,937. 상림마을 롯데캐슬2단지 옆,6,60,37.64585114,126.92379761,ST-1023
594,10,938. 금암 문화공원,24,240,37.64468384,126.91845703,ST-1024
595,15,939. 은평구청 교차로,9,60,37.60169983,126.92742157,ST-1025
596,13,941. 은평뉴타운 도서관,8,62,37.63722229,126.93330383,ST-1027
597,9,942. 상림마을 생태공원,1,11,37.64408112,126.92928314,ST-1028
